,customer_id,supplied_at,volume,interval,matemp,mltemp,mhtemp,tank_type_id
125,725,2015-02-17 06:27:00,272.6,12.0,-1.4,-4.3,1.7,1
126,725,2015-02-26 06:27:00,163.2,9.0,1.1,-2.0,3.5,1
127,725,2015-03-09 06:11:00,198.8,11.0,1.7,-1.1,4.1,1
128,725,2015-03-18 06:24:00,141.2,9.0,3.2,0.6,6.3,1
129,725,2015-03-27 04:58:00,138.4,9.0,4.4,0.5,8.3,1
130,725,2015-04-09 06:14:00,148.8,13.0,6.4,2.9,10.9,1
131,725,2015-11-25 05:56:00,195.7,14.0,4.8,2.3,7.6,1
132,725,2015-12-04 11:34:00,151.3,9.0,2.0,-1.2,4.8,1
133,725,2015-12-15 07:46:00,205.0,11.0,2.5,-0.8,5.9,1
134,725,2015-12-24 07:36:00,177.3,9.0,1.6,-1.0,4.3,1
135,725,2016-01-06 06:08:00,305.6,13.0,-2.6,-5.0,-0.5,1
136,725,2016-01-18 06:58:00,268.1,12.0,-4.7,-7.3,-2.4,1
137,725,2016-01-28 07:14:00,209.6,10.0,-2.8,-5.7,-0.3,1
138,725,2016-02-08 06:05:00,270.2,11.0,-4.2,-6.9,-1.7,1
139,725,2016-02-17 08:06:00,206.4,9.0,-1.0,-4.4,2.1,1
140,725,2016-02-26 06:55:00,180.7,9.0,-2.3,-5.3,0.5,1
141,725,2016-03-09 07:26:00,252.1,12.0,-0.7,-4.4,2.9,1
142,725,2016-03-22 05:55:00,265.3,13.0,2.1,-1.9,6.0,1
143,725,2016-04-06 06:11:00,199.7,15.0,5.5,1.5,9.7,1
144,725,2016-11-15 12:36:00,248.2,14.0,3.2,0.1,6.7,1
145,725,2016-11-26 06:07:00,210.3,11.0,1.2,-1.8,4.4,1
146,725,2016-12-06 06:23:00,190.7,10.0,2.6,-0.9,6.3,1
147,725,2016-12-16 06:38:00,213.5,10.0,-3.1,-5.9,-0.1,1
148,725,2016-12-24 07:41:00,200.2,8.0,-0.6,-4.0,2.4,1
149,725,2017-01-06 09:32:00,349.8,13.0,-2.5,-5.4,0.2,1
150,725,2017-01-17 06:22:00,319.8,11.0,-4.6,-7.9,-1.8,1
151,725,2017-01-28 05:57:00,260.1,11.0,-4.1,-7.4,-1.1,1
152,725,2017-02-07 06:02:00,258.0,10.0,-3.2,-6.0,-0.5,1
153,725,2017-02-16 06:12:00,216.6,9.0,-0.2,-3.1,2.5,1
154,725,2017-02-24 06:50:00,219.5,8.0,-2.7,-6.0,0.5,1
155,725,2017-03-06 06:14:00,239.1,10.0,-1.1,-4.8,2.2,1
156,725,2017-03-15 15:15:00,218.8,9.0,0.0,-3.2,3.4,1
157,725,2017-03-27 10:55:00,251.1,12.0,2.6,-0.0,5.4,1
158,725,2017-04-06 06:52:00,188.4,10.0,5.1,0.7,9.4,1
159,725,2017-11-16 13:17:00,99.5,9.0,6.5,3.4,10.3,1
160,725,2017-11-28 14:16:00,236.7,12.0,0.2,-3.6,2.9,1
161,725,2017-12-07 08:57:00,210.6,9.0,-1.9,-4.8,0.8,1
162,725,2017-12-18 06:35:00,263.0,11.0,-1.8,-5.2,1.2,1
163,725,2017-12-27 06:40:00,228.4,9.0,-1.7,-5.0,1.4,1
164,725,2018-01-10 08:30:00,356.0,14.0,-0.7,-3.2,1.6,1
165,725,2018-01-20 05:58:00,202.8,10.0,-1.7,-4.8,0.9,1
166,725,2018-01-30 06:22:00,259.2,10.0,-5.6,-8.8,-2.7,1
167,725,2018-02-08 09:55:00,244.1,9.0,-4.4,-8.1,-1.0,1
168,725,2018-02-16 05:43:00,178.6,8.0,-4.0,-6.9,-1.3,1
169,725,2018-02-27 08:28:00,285.6,11.0,-4.4,-7.8,-1.2,1
170,725,2018-03-08 06:16:00,185.4,9.0,-0.8,-4.6,2.5,1
171,725,2018-03-15 06:45:00,163.0,7.0,2.1,-0.6,5.4,1
172,725,2018-03-24 07:32:00,214.2,9.0,1.3,-3.0,5.1,1
173,725,2018-04-03 08:42:00,154.5,10.0,7.1,3.0,11.4,1
174,725,2018-11-24 10:13:00,148.1,14.0,4.9,2.7,7.7,1
175,725,2018-12-04 06:45:00,177.2,10.0,4.3,0.2,7.7,1
176,725,2018-12-15 08:30:00,282.3,11.0,-3.1,-5.9,-0.7,1
177,725,2018-12-25 06:16:00,220.3,10.0,0.1,-2.4,2.2,1
178,725,2019-01-05 06:03:00,244.2,11.0,-2.8,-5.5,-0.6,1
179,725,2019-01-15 06:46:00,299.9,10.0,-2.9,-5.8,-0.2,1
180,725,2019-01-24 07:10:00,246.5,9.0,-3.8,-6.8,-0.7,1
181,725,2019-02-01 05:54:00,231.1,8.0,-3.0,-5.9,-0.4,1
182,725,2019-02-11 06:38:00,282.3,10.0,-5.3,-8.3,-2.5,1
183,725,2019-02-20 12:21:00,236.6,9.0,-2.2,-5.2,0.3,1
184,725,2019-03-01 06:13:00,214.8,9.0,1.1,-2.8,4.8,1
185,725,2019-03-11 07:08:00,237.6,10.0,2.5,-1.4,6.0,1
186,725,2019-03-20 07:32:00,159.0,9.0,3.4,0.4,6.6,1
187,725,2019-03-29 09:23:00,206.2,9.0,1.6,-1.5,5.5,1
188,725,2019-04-10 07:25:00,214.3,12.0,3.8,0.4,8.4,1
